,network,image,original_label,original_predicted_label,predicted_label,target,method,IM1,IM2,correctness,l1,l2,linf,implausibility,optim_time,faithfulness,weak correctness
1373,mnist_output_100,53.0,5,5,6.0,6.0,alibi-Proto-CF,0.9214358618971448,0.21359875807079193,1,569.406,21.247892,1.6936876,572.2887,65.2800407409668,,
1374,mnist_output_100,53.0,5,5,7.0,7.0,alibi-Proto-CF,0.6641973667397124,0.1644883534216316,1,642.83154,24.76029,2.0,719.3267,68.03441214561462,,
1375,mnist_output_100,53.0,5,5,8.0,8.0,alibi-Proto-CF,0.6236400675460149,0.24169479654095707,1,455.42822,17.367914,1.6958543,487.39285,65.77608704566956,,
1376,mnist_output_100,53.0,5,5,9.0,9.0,alibi-Proto-CF,0.9602355384821837,0.1900023754987993,1,566.9005,20.995483,1.5291979,536.39636,67.335031747818,,
1377,mnist_output_100,54.0,6,6,0.0,0.0,alibi-Proto-CF,0.9796723773876191,0.29483936680545036,1,534.9076,20.769253,1.9380199,665.7259,70.02258062362671,,
1378,mnist_output_100,54.0,6,6,1.0,1.0,alibi-Proto-CF,2.5478606435956865,0.7502789241878731,1,581.1275,21.759888,1.1856443,610.60864,66.11145353317261,,
1379,mnist_output_100,54.0,6,6,2.0,2.0,alibi-Proto-CF,0.7061608908886359,0.1959883925246229,1,536.11145,20.771173,1.8632982,630.7699,71.23285722732544,,
1380,mnist_output_100,54.0,6,6,3.0,3.0,alibi-Proto-CF,1.0144946077546448,0.22347493067640786,1,603.8041,22.770437,1.793611,604.8071,65.32018756866455,,
1381,mnist_output_100,54.0,6,6,4.0,4.0,alibi-Proto-CF,1.1580379707865773,0.2005054196036971,1,555.8612,21.330229,1.8392284,637.35706,68.74350929260254,,
1382,mnist_output_100,54.0,6,6,5.0,5.0,alibi-Proto-CF,0.988802278449934,0.23167394947742123,1,546.3456,20.994064,1.731106,680.1967,65.51422047615051,,
1383,mnist_output_100,54.0,6,6,7.0,7.0,alibi-Proto-CF,0.6438631369404977,0.15006000513499704,1,596.47015,22.66463,1.9843137,663.61383,68.32129955291748,,
1384,mnist_output_100,54.0,6,6,8.0,8.0,alibi-Proto-CF,0.7676114715016065,0.21122180894169817,1,482.36993,19.056887,1.8214443,646.38745,68.7707622051239,,
1385,mnist_output_100,54.0,6,6,9.0,9.0,alibi-Proto-CF,1.0631984656641573,0.17289279017839157,1,579.8605,21.845707,1.8220947,607.2541,68.31115174293518,,
1386,mnist_output_100,55.0,0,0,1.0,1.0,alibi-Proto-CF,2.706478811109599,0.9206326519943442,1,859.42896,37.631172,2.0,1631.3068,69.1961522102356,,
1387,mnist_output_100,55.0,0,0,2.0,2.0,alibi-Proto-CF,0.709057615559582,0.19220922955031672,1,603.8213,23.625917,2.0,726.51324,67.25140881538391,,
1388,mnist_output_100,55.0,0,0,3.0,3.0,alibi-Proto-CF,0.9464171853738561,0.17095239238904245,1,586.5902,22.458448,1.8857698,656.64844,71.26974439620972,,
1389,mnist_output_100,55.0,0,0,4.0,4.0,alibi-Proto-CF,1.1407345260091033,0.2076179223712779,1,546.68024,20.61147,1.4741669,591.6613,67.21519470214844,,
1390,mnist_output_100,55.0,0,0,5.0,5.0,alibi-Proto-CF,0.9146610442168789,0.22327031544770717,1,586.107,22.308874,1.7727344,656.0254,69.79001188278198,,
1391,mnist_output_100,55.0,0,0,6.0,6.0,alibi-Proto-CF,0.9588286239700794,0.20610613526507127,1,534.8081,20.480839,1.5198317,596.9782,67.05628418922424,,
1392,mnist_output_100,55.0,0,0,7.0,7.0,alibi-Proto-CF,0.6244165878168576,0.1368511803996837,1,588.5715,22.214977,1.5994424,672.38837,67.52819681167603,,
1393,mnist_output_100,55.0,0,0,8.0,8.0,alibi-Proto-CF,0.6924537399951977,0.17874714731540356,1,596.79956,23.783487,2.0,710.41125,66.14592981338501,,
1394,mnist_output_100,55.0,0,0,9.0,9.0,alibi-Proto-CF,0.9627149654251319,0.16030361900535164,1,612.3496,25.416677,2.0,797.5287,71.4848837852478,,
1395,mnist_output_100,56.0,4,4,0.0,0.0,alibi-Proto-CF,0.9018890098067383,0.287353885475699,1,598.7286,22.690983,1.8290579,616.8684,65.99495673179626,,
1396,mnist_output_100,56.0,4,4,1.0,1.0,alibi-Proto-CF,2.3860266206571255,0.7754575425787597,1,669.6994,26.537312,2.0,814.3984,69.67382264137268,,
1397,mnist_output_100,56.0,4,4,2.0,2.0,alibi-Proto-CF,0.6234645676334483,0.19630586430542454,1,586.0066,22.429554,1.9764706,623.9862,67.49135446548462,,
1398,mnist_output_100,56.0,4,4,3.0,3.0,alibi-Proto-CF,0.8634227915523182,0.19639853499854884,1,592.93036,22.220854,1.645291,633.34784,72.50570774078369,,
1399,mnist_output_100,56.0,4,4,5.0,5.0,alibi-Proto-CF,0.9249693985724395,0.2454174913347857,1,608.05493,23.032125,2.0,654.39465,67.92093682289124,,
1400,mnist_output_100,56.0,4,4,6.0,6.0,alibi-Proto-CF,0.887779932636732,0.15467399014264493,1,651.588,25.730164,2.0,803.9208,70.79931998252869,,
1401,mnist_output_100,56.0,4,4,7.0,7.0,alibi-Proto-CF,0.5597990446861884,0.16150999822046547,1,486.3919,18.754034,1.9474906,567.39716,68.50512266159058,,
1402,mnist_output_100,56.0,4,4,8.0,8.0,alibi-Proto-CF,0.6596191130306036,0.1810233890065484,1,640.22144,25.099197,2.0,793.35223,69.94420409202576,,
1403,mnist_output_100,56.0,4,4,9.0,9.0,alibi-Proto-CF,1.0393001557121808,0.17882030900634543,1,548.6011,21.167046,1.7507637,646.2082,68.46754932403564,,
1404,mnist_output_100,57.0,1,1,0.0,0.0,alibi-Proto-CF,0.4065100837055515,0.3235054888294926,1,634.16504,23.301489,1.668197,578.5427,71.50175309181213,,
1405,mnist_output_100,57.0,1,1,2.0,2.0,alibi-Proto-CF,0.27692602985721,0.21698739980611895,1,667.09796,25.523022,2.0,711.17004,66.3954222202301,,
1406,mnist_output_100,57.0,1,1,3.0,3.0,alibi-Proto-CF,0.3150624997668476,0.16476671971569723,1,758.1364,29.440222,2.0,833.3882,71.63617467880249,,
1407,mnist_output_100,57.0,1,1,4.0,4.0,alibi-Proto-CF,0.4529580295113533,0.21136728313847883,1,642.2653,24.29223,2.0,662.43396,67.77316999435425,,
1408,mnist_output_100,57.0,1,1,5.0,5.0,alibi-Proto-CF,0.34847296161848773,0.2409376116318976,1,701.0676,27.272087,2.0,788.52783,70.9599506855011,,
1409,mnist_output_100,57.0,1,1,6.0,6.0,alibi-Proto-CF,0.3236650525127791,0.18188068606852142,1,743.11035,29.32162,2.0,826.7267,69.04393267631531,,
1410,mnist_output_100,57.0,1,1,7.0,7.0,alibi-Proto-CF,0.32298679743641273,0.18669921442092494,1,641.39954,27.12675,2.0,760.79425,70.74074268341064,,
1411,mnist_output_100,57.0,1,1,8.0,8.0,alibi-Proto-CF,0.3393731195570945,0.13531547283137438,1,635.55817,26.78764,2.0,688.75464,69.82998538017273,,
1412,mnist_output_100,57.0,1,1,9.0,9.0,alibi-Proto-CF,0.49889948038653675,0.3428415424843591,1,895.3365,38.47668,2.0,1428.045,70.5775465965271,,
1413,mnist_output_100,58.0,9,9,0.0,0.0,alibi-Proto-CF,0.9235443444768546,0.2932900606965381,1,560.5659,21.596495,2.0,596.77185,68.80870342254639,,
1414,mnist_output_100,58.0,9,9,1.0,1.0,alibi-Proto-CF,2.418591052595669,0.7537585056412213,1,619.5283,23.496534,2.0,665.08264,70.57068395614624,,
1415,mnist_output_100,58.0,9,9,2.0,2.0,alibi-Proto-CF,0.7688725861966801,0.18378498340907007,1,628.3633,24.864346,2.0,747.56665,69.2151563167572,,
1416,mnist_output_100,58.0,9,9,3.0,3.0,alibi-Proto-CF,0.9313092828327664,0.1759064443315499,1,576.15356,21.953245,1.3849635,675.01447,72.23560619354248,,
1417,mnist_output_100,58.0,9,9,4.0,4.0,alibi-Proto-CF,0.9448432171382086,0.19272836381781344,1,788.05493,38.11232,2.0,1504.6132,70.10577154159546,,
1418,mnist_output_100,58.0,9,9,5.0,5.0,alibi-Proto-CF,1.0087806040027625,0.21063496086255606,1,606.83484,23.825853,2.0,704.6051,72.12441754341125,,
1419,mnist_output_100,58.0,9,9,6.0,6.0,alibi-Proto-CF,1.017475573016695,0.19303376640763292,1,650.0929,25.923159,2.0,746.6249,70.91404461860657,,
1420,mnist_output_100,58.0,9,9,7.0,7.0,alibi-Proto-CF,0.5689302370805428,0.16038141964697353,1,476.45135,18.366632,1.041535,535.349,71.1642324924469,,
1421,mnist_output_100,58.0,9,9,8.0,8.0,alibi-Proto-CF,0.7603687320362189,0.17006371399919729,1,612.5622,24.253134,2.0,724.7886,71.53643918037415,,
1422,mnist_output_100,59.0,5,5,0.0,0.0,alibi-Proto-CF,0.9623090828492158,0.34209269313072616,1,631.90173,23.75045,2.0,605.3266,75.05748867988586,,
1423,mnist_output_100,59.0,5,5,1.0,1.0,alibi-Proto-CF,1.7229331085068773,0.6684431634392433,1,541.1709,19.950733,1.5873371,460.4876,70.14735841751099,,
1424,mnist_output_100,59.0,5,5,2.0,2.0,alibi-Proto-CF,0.8243965273973797,0.16101469079846167,1,744.30725,29.960861,2.0,899.1323,73.84117412567139,,
1425,mnist_output_100,59.0,5,5,3.0,3.0,alibi-Proto-CF,0.7494182272901949,0.2401950165269885,1,569.38806,21.036247,1.6403298,517.22156,72.99121809005737,,
1426,mnist_output_100,59.0,5,5,4.0,4.0,alibi-Proto-CF,1.2933844187983594,0.1594480598664286,1,770.49817,30.4261,2.0,931.8857,71.39647197723389,,
1427,mnist_output_100,59.0,5,5,6.0,6.0,alibi-Proto-CF,1.07737649732066,0.19612508423502098,1,826.4143,39.316784,2.0,1536.5598,72.67306137084961,,
1428,mnist_output_100,59.0,5,5,7.0,7.0,alibi-Proto-CF,0.5343993481005911,0.28318787181173977,1,347.8298,13.224809,1.6498077,343.1684,71.01138830184937,,
1429,mnist_output_100,59.0,5,5,8.0,8.0,alibi-Proto-CF,1.0492950885437815,0.1763992163812805,1,639.6064,27.340767,2.0,714.37933,75.43979525566101,,
1430,mnist_output_100,59.0,5,5,9.0,9.0,alibi-Proto-CF,0.9767471933109516,0.17160773543416974,1,654.8018,24.887175,2.0,682.37286,71.6496889591217,,
1431,mnist_output_100,60.0,7,7,0.0,0.0,alibi-Proto-CF,1.384559323607337,0.2136143650102551,1,598.75964,25.930414,2.0,761.98,73.97731733322144,,
1432,mnist_output_100,60.0,7,7,1.0,1.0,alibi-Proto-CF,2.384803973073982,0.8111572620824279,1,734.9967,35.657566,2.0,1332.9125,71.33543133735657,,
1433,mnist_output_100,60.0,7,7,2.0,2.0,alibi-Proto-CF,1.2460532302892202,0.17109181605205825,1,583.07764,25.44628,2.0,783.72156,76.82853746414185,,
1434,mnist_output_100,60.0,7,7,3.0,3.0,alibi-Proto-CF,1.4524309644766382,0.19716787868096874,1,559.6798,21.47566,1.9318606,648.4468,70.0425488948822,,
1435,mnist_output_100,60.0,7,7,4.0,4.0,alibi-Proto-CF,1.7217943412482648,0.17668191702678895,1,630.1259,24.35876,2.0,691.4276,73.9978199005127,,
1436,mnist_output_100,60.0,7,7,5.0,5.0,alibi-Proto-CF,1.5308145933719373,0.1997704218041326,1,621.6732,24.179554,2.0,735.31256,71.64784622192383,,
1437,mnist_output_100,60.0,7,7,6.0,6.0,alibi-Proto-CF,1.1284912956145208,0.21138158156303755,1,801.78015,39.068092,2.0,1511.9802,75.29988288879395,,
1438,mnist_output_100,60.0,7,7,8.0,8.0,alibi-Proto-CF,1.0452232837163373,0.1592743503277387,1,764.7738,31.224777,2.0,967.82635,74.52892804145813,,
1439,mnist_output_100,60.0,7,7,9.0,9.0,alibi-Proto-CF,1.1932056209899904,0.17591704878107012,1,593.65356,25.855637,2.0,792.3261,71.73530673980713,,
1440,mnist_output_100,61.0,8,8,0.0,0.0,alibi-Proto-CF,1.4416473895483244,0.2730928258946559,1,566.155,22.180384,1.9254194,685.8135,73.61874961853027,,
1441,mnist_output_100,61.0,8,8,1.0,1.0,alibi-Proto-CF,2.9097731906462694,0.9420571373626897,1,826.72205,36.84966,2.0,1560.9984,73.57232904434204,,
1442,mnist_output_100,61.0,8,8,2.0,2.0,alibi-Proto-CF,1.0070205404920636,0.23929318646929199,1,389.3699,15.375956,1.609959,503.72366,73.6576132774353,,
1443,mnist_output_100,61.0,8,8,3.0,3.0,alibi-Proto-CF,1.3334037188040024,0.21566862520468477,1,493.31293,19.232729,1.2185861,665.9902,73.50688672065735,,
1444,mnist_output_100,61.0,8,8,4.0,4.0,alibi-Proto-CF,1.557139672112724,0.19332012395940942,1,533.5759,20.63654,1.8861548,618.60876,73.78746342658997,,
1445,mnist_output_100,61.0,8,8,5.0,5.0,alibi-Proto-CF,1.5964473441695868,0.2837457278302713,1,417.44656,16.248709,1.0768325,518.2728,73.91101694107056,,
1446,mnist_output_100,61.0,8,8,6.0,6.0,alibi-Proto-CF,1.3311224433345734,0.22060612053048248,1,498.54034,19.14292,1.3131044,534.7463,75.32989239692688,,
1447,mnist_output_100,61.0,8,8,7.0,7.0,alibi-Proto-CF,0.926927311928247,0.14783038634790555,1,565.21594,22.387222,2.0,694.6439,72.23258972167969,,
1448,mnist_output_100,61.0,8,8,9.0,9.0,alibi-Proto-CF,1.4523691814804016,0.15737002825528124,1,554.55994,21.383791,1.9125657,643.0063,74.56661343574524,,
1449,mnist_output_100,62.0,9,9,0.0,0.0,alibi-Proto-CF,0.8916280181682604,0.3205054726253747,1,605.6511,22.396132,1.6860793,571.26685,73.00178933143616,,
1450,mnist_output_100,62.0,9,9,1.0,1.0,alibi-Proto-CF,1.9492616790843182,0.6781761370025395,1,592.19714,21.75651,1.5983988,533.6313,73.24025702476501,,
1451,mnist_output_100,62.0,9,9,2.0,2.0,alibi-Proto-CF,0.6661972553549675,0.22403371996108415,1,641.4946,24.852005,2.0,670.2844,74.24170279502869,,
1452,mnist_output_100,62.0,9,9,3.0,3.0,alibi-Proto-CF,1.0138401521925178,0.16176143406206234,1,709.35297,28.090693,2.0,835.596,71.51521229743958,,
1453,mnist_output_100,62.0,9,9,4.0,4.0,alibi-Proto-CF,0.9453793874840912,0.275675970135774,1,507.53394,18.909857,1.3818169,463.89795,76.34759426116943,,
1454,mnist_output_100,62.0,9,9,5.0,5.0,alibi-Proto-CF,1.0219113170965826,0.3425263327187945,1,495.78897,18.453392,1.1197085,462.4355,72.61823272705078,,
1455,mnist_output_100,62.0,9,9,6.0,6.0,alibi-Proto-CF,0.7967756773031816,0.34065656500138664,1,455.91797,16.947243,1.1476521,407.97336,74.78238821029663,,
1456,mnist_output_100,62.0,9,9,7.0,7.0,alibi-Proto-CF,0.47007363762833615,0.19494133924392712,1,495.6635,18.584791,1.8569732,455.07654,74.55573916435242,,
1457,mnist_output_100,62.0,9,9,8.0,8.0,alibi-Proto-CF,0.5931232197731453,0.2599090256701345,1,527.4629,19.596052,1.2418892,490.48224,73.50444626808167,,
1458,mnist_output_100,63.0,3,3,0.0,0.0,alibi-Proto-CF,1.0385185240492671,0.2942546271452991,1,594.36633,22.192081,1.8562615,604.1885,74.28007626533508,,
1459,mnist_output_100,63.0,3,3,1.0,1.0,alibi-Proto-CF,2.8952254336465773,0.7371220202885778,1,576.3756,21.619558,1.9686275,621.4348,73.07696461677551,,
1460,mnist_output_100,63.0,3,3,2.0,2.0,alibi-Proto-CF,0.7565355277966892,0.22652542802049633,1,521.472,19.817001,1.4533741,533.63434,74.56906938552856,,
1461,mnist_output_100,63.0,3,3,4.0,4.0,alibi-Proto-CF,1.2499336105929872,0.23275752871350233,1,580.293,21.661335,1.6937256,554.8057,74.13857054710388,,
1462,mnist_output_100,63.0,3,3,5.0,5.0,alibi-Proto-CF,1.077341589037661,0.25890914397815895,1,580.53284,21.764301,1.755539,584.9531,75.35475540161133,,
1463,mnist_output_100,63.0,3,3,6.0,6.0,alibi-Proto-CF,0.8815404639939618,0.2137878146480501,1,758.92957,36.972145,2.0,1371.5146,72.98979997634888,,
1464,mnist_output_100,63.0,3,3,7.0,7.0,alibi-Proto-CF,0.8812917596283183,0.24359436355516134,1,773.50146,34.846302,2.0,1265.2693,74.95387101173401,,
1465,mnist_output_100,63.0,3,3,8.0,8.0,alibi-Proto-CF,0.7671886291466666,0.18277599400108482,1,601.8822,23.928663,2.0,668.9101,74.10044813156128,,
1466,mnist_output_100,63.0,3,3,9.0,9.0,alibi-Proto-CF,1.1685422178849685,0.1898279437864582,1,504.39758,19.098679,1.6040537,503.99866,77.25914406776428,,
1467,mnist_output_100,64.0,7,7,0.0,0.0,alibi-Proto-CF,1.2735281907731386,0.2756458086391781,1,697.188,30.669222,2.0,1026.6344,74.14284038543701,,
1468,mnist_output_100,64.0,7,7,1.0,1.0,alibi-Proto-CF,4.356782237223859,0.7842622625766431,1,600.98334,23.586073,2.0,718.09625,74.46495270729065,,
1469,mnist_output_100,64.0,7,7,2.0,2.0,alibi-Proto-CF,1.0567276706429,0.14139197297509876,1,627.9684,25.549084,2.0,813.1406,76.79592537879944,,
1470,mnist_output_100,64.0,7,7,3.0,3.0,alibi-Proto-CF,1.445002708861296,0.16962584222499003,1,599.41516,24.108068,2.0,754.16425,75.44381618499756,,
1471,mnist_output_100,64.0,7,7,4.0,4.0,alibi-Proto-CF,1.6580355618873477,0.1528138356675638,1,595.22003,23.6527,2.0,762.45557,76.48693561553955,,
1472,mnist_output_100,64.0,7,7,5.0,5.0,alibi-Proto-CF,1.5493962088569309,0.2350390165622797,1,575.7914,22.138931,1.9843137,661.57574,73.4831931591034,,
1473,mnist_output_100,64.0,7,7,,6.0,alibi-Proto-CF,,,0,,,,,75.45336198806763,,
1474,mnist_output_100,64.0,7,7,8.0,8.0,alibi-Proto-CF,0.9978991442644025,0.1821905095509314,1,597.2397,26.603426,2.0,846.8402,74.45455503463745,,
1475,mnist_output_100,64.0,7,7,9.0,9.0,alibi-Proto-CF,1.4571644929364802,0.14444982689887703,1,555.34735,21.826544,1.8257817,668.1108,76.5510025024414,,
1476,mnist_output_100,65.0,4,4,0.0,0.0,alibi-Proto-CF,0.7908974226221274,0.3454541080263831,1,561.1265,20.979895,1.8901246,556.03015,74.01929950714111,,
1477,mnist_output_100,65.0,4,4,1.0,1.0,alibi-Proto-CF,1.9857816009448568,0.7072417286028743,1,556.60486,20.720657,1.9961601,547.4817,77.70051145553589,,
1478,mnist_output_100,65.0,4,4,2.0,2.0,alibi-Proto-CF,0.5283753300537772,0.2252149650743214,1,630.0452,23.208492,1.1991036,595.9142,74.68294310569763,,
1479,mnist_output_100,65.0,4,4,3.0,3.0,alibi-Proto-CF,0.7306706717815433,0.2411482882972405,1,569.3274,21.105408,1.771421,515.0252,74.93572211265564,,
1480,mnist_output_100,65.0,4,4,5.0,5.0,alibi-Proto-CF,1.2167358413021272,0.3843188025017599,1,436.6092,16.316372,1.2150924,400.164,77.80286145210266,,
1481,mnist_output_100,65.0,4,4,6.0,6.0,alibi-Proto-CF,0.842186629612438,0.25013921666511196,1,610.6,22.492155,1.7278979,553.0175,75.75669002532959,,
1482,mnist_output_100,65.0,4,4,7.0,7.0,alibi-Proto-CF,0.526635470969359,0.15991489873612696,1,626.75037,23.220638,1.8014822,594.2613,79.38430142402649,,
1483,mnist_output_100,65.0,4,4,8.0,8.0,alibi-Proto-CF,0.6107813503753884,0.21700889186603387,1,630.391,23.218994,1.5963804,574.15344,76.19536924362183,,
1484,mnist_output_100,65.0,4,4,9.0,9.0,alibi-Proto-CF,1.0265373231241617,0.23297212927305228,1,530.1123,19.73751,1.8423989,483.66147,75.80045914649963,,
1485,mnist_output_100,66.0,6,6,0.0,0.0,alibi-Proto-CF,0.9713856658044113,0.3099591972035604,1,528.04126,20.011314,1.7258198,553.0274,74.40556263923645,,
1486,mnist_output_100,66.0,6,6,1.0,1.0,alibi-Proto-CF,2.5032583320826616,0.7115039506597374,1,488.96362,18.395428,1.8244095,467.4285,76.26289200782776,,
1487,mnist_output_100,66.0,6,6,2.0,2.0,alibi-Proto-CF,0.688501956843423,0.1843218447679434,1,596.2811,22.941708,2.0,630.325,77.99128580093384,,
1488,mnist_output_100,66.0,6,6,3.0,3.0,alibi-Proto-CF,0.8883662898106816,0.27754279474140864,1,438.99683,16.651031,0.98383534,481.21362,76.36105108261108,,
1489,mnist_output_100,66.0,6,6,4.0,4.0,alibi-Proto-CF,1.178228256452963,0.20874428217499547,1,588.2884,22.101576,1.382533,628.7972,80.18595910072327,,
1490,mnist_output_100,66.0,6,6,5.0,5.0,alibi-Proto-CF,1.0032935636066977,0.25668520485874174,1,598.9208,22.369791,1.6660051,632.06586,74.44385242462158,,
1491,mnist_output_100,66.0,6,6,7.0,7.0,alibi-Proto-CF,0.6120430679887132,0.17319850852840768,1,508.3545,19.352867,1.8608389,535.1016,78.42790532112122,,
1492,mnist_output_100,66.0,6,6,8.0,8.0,alibi-Proto-CF,0.7271602071407602,0.23800879098350416,1,514.4441,19.329317,1.0867382,527.04834,76.2267599105835,,
1493,mnist_output_100,66.0,6,6,9.0,9.0,alibi-Proto-CF,1.0418163466638786,0.168748547111494,1,594.8391,22.339718,1.6016085,613.8027,80.37397050857544,,
1494,mnist_output_100,67.0,4,4,0.0,0.0,alibi-Proto-CF,1.1267125037379597,0.2792100718969716,1,622.0204,26.672678,2.0,742.8896,76.70368766784668,,
1495,mnist_output_100,67.0,4,4,1.0,1.0,alibi-Proto-CF,2.2783827542017856,0.7396469810052313,1,565.4757,21.122282,1.6020857,593.0361,81.49125957489014,,
1496,mnist_output_100,67.0,4,4,2.0,2.0,alibi-Proto-CF,0.5964076529801395,0.17817672339131532,1,612.98846,23.683416,2.0,681.4891,77.11902689933777,,
1497,mnist_output_100,67.0,4,4,3.0,3.0,alibi-Proto-CF,0.7686344000286747,0.2511188308126273,1,487.93134,18.544489,1.6817605,524.2342,79.94924592971802,,
1498,mnist_output_100,67.0,4,4,5.0,5.0,alibi-Proto-CF,0.8897868337466168,0.2313621476075053,1,603.0575,22.99861,2.0,661.0816,76.02962374687195,,
1499,mnist_output_100,67.0,4,4,6.0,6.0,alibi-Proto-CF,1.0630230699559207,0.22154963122302634,1,771.42664,37.79748,2.0,1450.744,80.54380512237549,,
1500,mnist_output_100,67.0,4,4,7.0,7.0,alibi-Proto-CF,0.5470561313110703,0.14716407746405571,1,593.20984,22.178804,1.644837,609.65784,75.87027168273926,,
1501,mnist_output_100,67.0,4,4,8.0,8.0,alibi-Proto-CF,0.6569465699787893,0.20677078195648596,1,635.53033,24.327408,2.0,648.31744,78.58796811103821,,
1502,mnist_output_100,67.0,4,4,9.0,9.0,alibi-Proto-CF,0.9783949131614184,0.21719628042239592,1,439.08716,16.933592,1.8627367,481.97495,79.201589345932,,
1503,mnist_output_100,68.0,3,3,0.0,0.0,alibi-Proto-CF,0.9485834860861809,0.27891076317404423,1,786.73975,35.817272,2.0,1397.3578,77.92219424247742,,
1504,mnist_output_100,68.0,3,3,1.0,1.0,alibi-Proto-CF,3.793385589957789,0.8014792175545336,1,606.58746,24.458815,2.0,836.04834,82.48336243629456,,
1505,mnist_output_100,68.0,3,3,2.0,2.0,alibi-Proto-CF,0.9340636117589078,0.27835194936935875,1,782.9737,38.282562,2.0,1510.984,77.58756828308105,,
1506,mnist_output_100,68.0,3,3,4.0,4.0,alibi-Proto-CF,0.8973875502107322,0.1650859177173794,1,734.49927,36.3884,2.0,1429.061,80.67532205581665,,
1507,mnist_output_100,68.0,3,3,5.0,5.0,alibi-Proto-CF,0.8900860564404246,0.15041694333526254,1,551.62695,24.69969,2.0,789.1684,77.51757788658142,,
1508,mnist_output_100,68.0,3,3,,6.0,alibi-Proto-CF,,,0,,,,,82.67281436920166,,
1509,mnist_output_100,68.0,3,3,7.0,7.0,alibi-Proto-CF,0.6594116658067749,0.12408197516258487,1,596.2803,23.898306,2.0,744.46246,77.30845379829407,,
1510,mnist_output_100,68.0,3,3,8.0,8.0,alibi-Proto-CF,0.9043644307488778,0.17678769271678138,1,526.5221,23.919361,2.0,758.17926,81.64176774024963,,
1511,mnist_output_100,68.0,3,3,9.0,9.0,alibi-Proto-CF,0.8803338910428846,0.15786935108414005,1,688.2377,31.255333,2.0,1178.5153,77.0543384552002,,
1512,mnist_output_100,69.0,0,0,1.0,1.0,alibi-Proto-CF,2.838917038447072,0.7399345125244974,1,375.70908,14.638421,1.6243966,456.7739,81.09844160079956,,
1513,mnist_output_100,69.0,0,0,2.0,2.0,alibi-Proto-CF,0.7134011576983432,0.2020880515297796,1,587.37756,23.069702,2.0,721.6433,79.0604088306427,,
1514,mnist_output_100,69.0,0,0,3.0,3.0,alibi-Proto-CF,0.8996780161494504,0.20409422181290965,1,577.26434,22.35014,1.8974173,663.908,79.1877191066742,,
1515,mnist_output_100,69.0,0,0,4.0,4.0,alibi-Proto-CF,1.1020257428803149,0.17600095272672647,1,595.4941,23.095688,2.0,722.32043,80.79488682746887,,
1516,mnist_output_100,69.0,0,0,5.0,5.0,alibi-Proto-CF,1.0517420835045352,0.2669787721294547,1,473.39673,18.328606,1.65132,583.7479,78.32824683189392,,
1517,mnist_output_100,69.0,0,0,6.0,6.0,alibi-Proto-CF,0.7742585764938597,0.14956947357852265,1,590.2464,26.032137,2.0,831.83813,77.84236145019531,,
1518,mnist_output_100,69.0,0,0,7.0,7.0,alibi-Proto-CF,0.6547169025386395,0.13978164897040754,1,602.7814,23.737015,2.0,751.2172,80.73490929603577,,
1519,mnist_output_100,69.0,0,0,8.0,8.0,alibi-Proto-CF,0.8713903431017893,0.18395664938408618,1,614.80774,26.8369,2.0,797.7956,78.02747559547424,,
1520,mnist_output_100,69.0,0,0,9.0,9.0,alibi-Proto-CF,0.9594926834653036,0.15278628449426718,1,617.7731,24.934391,2.0,831.81384,80.83668684959412,,
1521,mnist_output_100,70.0,7,7,0.0,0.0,alibi-Proto-CF,1.5436439928716044,0.2926213012325713,1,618.0625,23.863216,2.0,637.80023,79.06394171714783,,
1522,mnist_output_100,70.0,7,7,1.0,1.0,alibi-Proto-CF,3.4635418078862426,0.7185725899960982,1,633.53564,23.730669,2.0,608.03656,81.68904495239258,,
1523,mnist_output_100,70.0,7,7,2.0,2.0,alibi-Proto-CF,1.2152433961288338,0.24264130605912407,1,604.5576,26.042446,2.0,757.39886,78.12344741821289,,
1524,mnist_output_100,70.0,7,7,3.0,3.0,alibi-Proto-CF,1.4028288768263282,0.1971450099350733,1,627.2637,24.445175,2.0,723.4733,77.8623411655426,,
1525,mnist_output_100,70.0,7,7,4.0,4.0,alibi-Proto-CF,1.111394349542939,0.19256526170722066,1,783.1797,38.44431,2.0,1484.8894,80.07273077964783,,
1526,mnist_output_100,70.0,7,7,5.0,5.0,alibi-Proto-CF,1.172428872680103,0.21364440008696944,1,619.92554,26.398186,2.0,750.62823,81.30060744285583,,
1527,mnist_output_100,70.0,7,7,6.0,6.0,alibi-Proto-CF,1.6408302383396423,0.2337932870098461,1,626.14685,23.080046,1.5339301,576.1885,79.5324695110321,,
1528,mnist_output_100,70.0,7,7,8.0,8.0,alibi-Proto-CF,1.2928322399888859,0.23408843049071637,1,635.4214,26.91319,2.0,705.7099,78.51043057441711,,
1529,mnist_output_100,70.0,7,7,9.0,9.0,alibi-Proto-CF,1.4540806620031939,0.2059460521516284,1,608.5675,26.138607,2.0,748.3061,83.5693690776825,,
1530,mnist_output_100,71.0,0,0,1.0,1.0,alibi-Proto-CF,3.17059541667552,0.7939970830302228,1,565.4103,21.766747,1.743735,710.5709,78.74002075195312,,
1531,mnist_output_100,71.0,0,0,2.0,2.0,alibi-Proto-CF,0.6542851667992005,0.1503955685553945,1,604.60455,25.064133,2.0,877.71436,81.28744101524353,,
