,network,image,original_label,original_predicted_label,predicted_label,target,method,IM1,IM2,correctness,l1,l2,linf,implausibility,optim_time,weak correctness,weak_correctness
2703,mnist_output_100,30.0,3,3,7.0,,Captum-MinParamPerturbation,0.650256306501418,0.1090908994316045,0,717.3176,26.525936,1.0,793.2504,0.050539493560791,,0
2704,mnist_output_100,31.0,1,1,3.0,,Captum-MinParamPerturbation,0.3905517076324147,0.1835830350433958,0,754.2078,27.333221,1.0,735.3671,0.0511724948883056,,0
2705,mnist_output_100,32.0,3,3,1.0,,Captum-MinParamPerturbation,2.9828383543548336,0.8391949491683032,0,714.17255,26.427677,1.0,870.64923,0.0513594150543212,,0
2706,mnist_output_100,33.0,4,4,0.0,,Captum-MinParamPerturbation,0.856690131733083,0.2468155715065505,0,698.1647,26.092098,1.0,809.4813,0.0505924224853515,,0
2707,mnist_output_100,34.0,7,7,3.0,,Captum-MinParamPerturbation,1.5386555505681736,0.1584944453848894,0,699.5216,26.199564,1.0,824.4166,0.0505990982055664,,0
2708,mnist_output_100,35.0,2,2,8.0,,Captum-MinParamPerturbation,1.0492814910759949,0.14688084409996865,0,692.72156,25.959787,1.0,841.09625,0.050551414489746,,0
2709,mnist_output_100,36.0,7,7,3.0,,Captum-MinParamPerturbation,1.4852887936336032,0.15361780002945408,0,718.02356,26.521128,1.0,799.73517,0.0544521808624267,,0
2710,mnist_output_100,37.0,1,1,3.0,,Captum-MinParamPerturbation,0.36332465095655236,0.1760477445797442,0,745.81177,27.175121,1.0,737.02905,0.0510389804840087,,0
2711,mnist_output_100,38.0,2,2,3.0,,Captum-MinParamPerturbation,1.530666163997293,0.14279413088893853,0,711.6,26.373575,1.0,777.85016,0.0509531497955322,,0
2712,mnist_output_100,39.0,1,1,3.0,,Captum-MinParamPerturbation,0.3450245619817359,0.1609513154466246,0,731.1412,26.877151,1.0,745.02625,0.0505938529968261,,0
2713,mnist_output_100,40.0,1,1,3.0,,Captum-MinParamPerturbation,0.3902913479771753,0.17375128394362327,0,762.5647,27.501562,1.0,726.4342,0.0503797531127929,,0
2714,mnist_output_100,41.0,7,7,3.0,,Captum-MinParamPerturbation,1.5434307798198212,0.16113193666702513,0,721.62354,26.61011,1.0,788.4619,0.0506024360656738,,0
2715,mnist_output_100,42.0,4,4,7.0,,Captum-MinParamPerturbation,0.5984504441551625,0.09160850912855857,0,695.5647,26.10851,1.0,833.55316,0.0506021976470947,,0
2716,mnist_output_100,43.0,2,2,1.0,,Captum-MinParamPerturbation,4.273006198510073,0.8494970998609278,0,729.3686,26.776356,1.0,825.3058,0.050616979598999,,0
2717,mnist_output_100,44.0,3,3,1.0,,Captum-MinParamPerturbation,2.6998083471353036,0.8189285406558423,0,737.2471,26.92914,1.0,804.0921,0.0505247116088867,,0
2718,mnist_output_100,45.0,5,5,4.0,,Captum-MinParamPerturbation,1.3203475672668408,0.16288781798052773,0,718.7765,26.47042,1.0,794.5794,0.050633430480957,,0
2719,mnist_output_100,46.0,1,1,3.0,,Captum-MinParamPerturbation,0.33848304710491495,0.15392913225027638,0,724.0353,26.734825,1.0,767.4709,0.0504555702209472,,0
2720,mnist_output_100,47.0,2,2,6.0,,Captum-MinParamPerturbation,1.4900152918883443,0.16370487560576497,0,727.6432,26.658213,1.0,768.0095,0.0506439208984375,,0
2721,mnist_output_100,48.0,4,4,7.0,,Captum-MinParamPerturbation,0.6062588227206364,0.09615368447209394,0,648.67456,25.217916,1.0,926.9332,0.0504684448242187,,0
2722,mnist_output_100,49.0,4,9,9.0,,Captum-MinParamPerturbation,1.0,0.1141684548568437,0,693.40784,26.083994,1.0,852.26263,0.050865888595581,,0
2723,mnist_output_100,50.0,6,6,5.0,,Captum-MinParamPerturbation,0.8579953484982573,0.15862520203145472,0,709.6431,26.377504,1.0,800.62616,0.0510351657867431,,0
2724,mnist_output_100,51.0,3,3,7.0,,Captum-MinParamPerturbation,0.6165073749040755,0.09329666486808924,0,651.64703,25.14774,1.0,958.6129,0.0505900382995605,,0
2725,mnist_output_100,52.0,5,5,7.0,,Captum-MinParamPerturbation,0.7341205409104878,0.10292423991579082,0,703.63916,26.206726,1.0,829.29016,0.0509660243988037,,0
2726,mnist_output_100,53.0,5,5,3.0,,Captum-MinParamPerturbation,1.1866012450611172,0.1540554741525838,0,725.0863,26.609661,1.0,772.17926,0.0505013465881347,,0
2727,mnist_output_100,54.0,6,6,8.0,,Captum-MinParamPerturbation,0.7332895822577523,0.1491309293654699,0,664.9137,25.366285,1.0,914.56006,0.0509967803955078,,0
2728,mnist_output_100,55.0,0,0,5.0,,Captum-MinParamPerturbation,0.8844162827860195,0.17433119525686444,0,699.95294,26.181442,1.0,820.72235,0.0510368347167968,,0
2729,mnist_output_100,56.0,4,4,3.0,,Captum-MinParamPerturbation,0.9408658188298485,0.17302495473744142,0,695.37256,26.058298,1.0,848.86707,0.0505890846252441,,0
2730,mnist_output_100,57.0,1,1,3.0,,Captum-MinParamPerturbation,0.3894626101345568,0.17973277593633094,0,756.58435,27.389627,1.0,730.3028,0.050187349319458,,0
2731,mnist_output_100,58.0,9,9,3.0,,Captum-MinParamPerturbation,1.1194000687633725,0.15483592961498918,0,696.698,26.061743,1.0,848.32214,0.0510475635528564,,0
2732,mnist_output_100,59.0,5,5,8.0,,Captum-MinParamPerturbation,0.776858276002469,0.16813498774559074,0,743.7608,27.023214,1.0,748.4711,0.0504953861236572,,0
2733,mnist_output_100,60.0,7,7,3.0,,Captum-MinParamPerturbation,1.4844280614153336,0.1564687073191188,0,707.7294,26.429308,1.0,824.4905,0.0501847267150878,,0
2734,mnist_output_100,61.0,8,8,2.0,,Captum-MinParamPerturbation,0.9146410746688481,0.1433707681213243,0,664.047,25.417223,1.0,851.5965,0.0505120754241943,,0
2735,mnist_output_100,62.0,9,9,7.0,,Captum-MinParamPerturbation,0.6867040042343406,0.10114293390710823,0,732.2079,26.79885,1.0,787.5228,0.0506858825683593,,0
2736,mnist_output_100,63.0,3,3,1.0,,Captum-MinParamPerturbation,3.0311303602277313,0.8737523192556332,0,710.7961,26.39921,1.0,873.2655,0.0506420135498046,,0
2737,mnist_output_100,64.0,7,7,3.0,,Captum-MinParamPerturbation,1.4935688992436367,0.15731126335683318,0,689.59607,25.905863,1.0,855.4529,0.0506303310394287,,0
2738,mnist_output_100,65.0,4,4,9.0,,Captum-MinParamPerturbation,0.8579524808022508,0.1414860312702938,0,735.0314,26.883327,1.0,762.1316,0.0505475997924804,,0
2739,mnist_output_100,66.0,6,6,3.0,,Captum-MinParamPerturbation,1.0827790462283606,0.16590186558373818,0,690.71765,25.921413,1.0,853.5545,0.0500340461730957,,0
2740,mnist_output_100,67.0,4,4,7.0,,Captum-MinParamPerturbation,0.5824960411228842,0.09958862366816432,0,711.1177,26.35383,1.0,814.985,0.0511231422424316,,0
2741,mnist_output_100,68.0,3,3,5.0,,Captum-MinParamPerturbation,0.7961267772737655,0.17423085095973886,0,693.2039,26.093346,1.0,828.81866,0.0507402420043945,,0
2742,mnist_output_100,69.0,0,0,5.0,,Captum-MinParamPerturbation,0.8345349331650445,0.1421165199050337,0,680.4314,25.74069,1.0,881.3661,0.0501637458801269,,0
2743,mnist_output_100,70.0,7,7,3.0,,Captum-MinParamPerturbation,1.5031935299542638,0.16750461637732592,0,723.8549,26.670914,1.0,799.1217,0.0502243041992187,,0
2744,mnist_output_100,71.0,0,0,7.0,,Captum-MinParamPerturbation,0.6676303969381493,0.10063603416628912,0,680.5765,25.743565,1.0,881.64264,0.0509629249572753,,0
2745,mnist_output_100,72.0,2,2,3.0,,Captum-MinParamPerturbation,1.461999669273892,0.13822720564883326,0,692.28625,25.96909,1.0,847.0912,0.0505313873291015,,0
2746,mnist_output_100,73.0,9,9,7.0,,Captum-MinParamPerturbation,0.7242682440672819,0.092485178938547,0,677.3529,25.786694,1.0,863.88586,0.0505070686340332,,0
2747,mnist_output_100,74.0,1,1,3.0,,Captum-MinParamPerturbation,0.3563926590597427,0.18137251225874526,0,741.29016,27.073032,1.0,736.99786,0.0502121448516845,,0
2748,mnist_output_100,75.0,7,7,3.0,,Captum-MinParamPerturbation,1.5553800588832967,0.15537015258824385,0,727.0471,26.673756,1.0,775.68506,0.0520710945129394,,0
2749,mnist_output_100,76.0,3,3,9.0,,Captum-MinParamPerturbation,0.8913206293299739,0.13893106619366866,0,736.4314,26.868334,1.0,760.56995,0.0510256290435791,,0
2750,mnist_output_100,77.0,2,2,9.0,,Captum-MinParamPerturbation,1.4523854131261411,0.14130938549405145,0,725.8745,26.645718,1.0,769.3544,0.0515093803405761,,0
2751,mnist_output_100,78.0,9,9,7.0,,Captum-MinParamPerturbation,0.720522297087558,0.1032251363652498,0,712.4862,26.457685,1.0,806.0093,0.0547089576721191,,0
2752,mnist_output_100,79.0,7,7,3.0,,Captum-MinParamPerturbation,1.527742292644684,0.14845679971388964,0,658.7098,25.39058,1.0,896.5973,0.0503909587860107,,0
2753,mnist_output_100,80.0,7,7,4.0,,Captum-MinParamPerturbation,1.6171994717265896,0.13617677313282742,0,710.7843,26.457453,1.0,806.2766,0.0502903461456298,,0
2754,mnist_output_100,81.0,6,6,5.0,,Captum-MinParamPerturbation,0.8330750875265805,0.15676434128158664,0,685.1255,25.906498,1.0,859.555,0.0501236915588378,,0
2755,mnist_output_100,82.0,2,2,7.0,,Captum-MinParamPerturbation,0.9812635405637969,0.10560943919736936,0,687.1216,25.922377,1.0,867.283,0.0501544475555419,,0
2756,mnist_output_100,83.0,7,7,5.0,,Captum-MinParamPerturbation,1.4446766068657526,0.18053244387444684,0,741.7726,26.990877,1.0,760.93976,0.0510766506195068,,0
2757,mnist_output_100,84.0,8,8,2.0,,Captum-MinParamPerturbation,0.9787896679142906,0.1655803302235424,0,687.80786,25.822607,1.0,845.64545,0.0506281852722168,,0
2758,mnist_output_100,85.0,4,4,8.0,,Captum-MinParamPerturbation,0.6357540106334755,0.16575151140823122,0,667.97253,25.558952,1.0,864.27124,0.0504767894744873,,0
2759,mnist_output_100,86.0,7,7,3.0,,Captum-MinParamPerturbation,1.5221389210806608,0.16802975109940496,0,714.4745,26.48447,1.0,791.4266,0.0509068965911865,,0
2760,mnist_output_100,87.0,3,3,7.0,,Captum-MinParamPerturbation,0.6320551162231578,0.11050232023750009,0,694.3647,26.027609,1.0,885.6295,0.0520722866058349,,0
2761,mnist_output_100,88.0,6,6,2.0,,Captum-MinParamPerturbation,0.6461293960269907,0.16121598878866927,0,703.1177,26.17943,1.0,797.4186,0.050987958908081,,0
2762,mnist_output_100,89.0,1,1,3.0,,Captum-MinParamPerturbation,0.37438026817869585,0.16050025935344236,0,744.86273,27.120625,1.0,749.0088,0.0502598285675048,,0
2763,mnist_output_100,90.0,3,3,5.0,,Captum-MinParamPerturbation,0.8562816139998796,0.16460462349492253,0,712.67847,26.389183,1.0,797.44476,0.0508594512939453,,0
2764,mnist_output_100,91.0,6,6,3.0,,Captum-MinParamPerturbation,1.0597711813540314,0.16133280073994027,0,706.251,26.296354,1.0,808.1887,0.0506362915039062,,0
2765,mnist_output_100,92.0,9,9,7.0,,Captum-MinParamPerturbation,0.7022597129825396,0.09169101519355193,0,729.553,26.723099,1.0,797.0182,0.0508346557617187,,0
2766,mnist_output_100,93.0,3,3,7.0,,Captum-MinParamPerturbation,0.6513870062838729,0.10970573085164183,0,695.70984,26.137815,1.0,815.03253,0.0504267215728759,,0
2767,mnist_output_100,94.0,1,1,8.0,,Captum-MinParamPerturbation,0.23195490984661407,0.16049138358127876,0,721.95685,26.719664,1.0,775.88055,0.0505554676055908,,0
2768,mnist_output_100,95.0,4,4,7.0,,Captum-MinParamPerturbation,0.592561639804363,0.09744504854969531,0,642.19214,24.997522,1.0,951.3858,0.0505332946777343,,0
2769,mnist_output_100,96.0,1,1,8.0,,Captum-MinParamPerturbation,0.2710839891432194,0.17997594756558535,0,753.2667,27.29791,1.0,738.75665,0.050948143005371,,0
2770,mnist_output_100,97.0,7,7,3.0,,Captum-MinParamPerturbation,1.5583365198646157,0.1615331773772969,0,681.4275,25.823446,1.0,840.0684,0.0506432056427001,,0
2771,mnist_output_100,98.0,6,6,5.0,,Captum-MinParamPerturbation,0.8481414570200586,0.16536240143667758,0,696.1843,26.116516,1.0,847.2388,0.0505812168121337,,0
2772,mnist_output_100,1.0,7,7,0.0,0.0,Min-Edit,0.7860248500055431,0.0499980886439423,1,138.83339,13.99353,1.9921569,454.87747,30.84310817718506,,1
2773,mnist_output_100,1.0,7,7,1.0,1.0,Min-Edit,22.258308410166496,0.8225973997590269,1,132.84518,13.9010515,1.9953911,254.57684,14.3628990650177,,1
2774,mnist_output_100,1.0,7,7,7.0,2.0,Min-Edit,1.0,0.05523898286234046,0,94.34125,10.890541,1.9921569,411.93344,32.17293930053711,,1
2775,mnist_output_100,1.0,7,7,3.0,3.0,Min-Edit,0.653687051916085,0.014699934795301722,1,104.3521,11.758797,2.0,408.77737,0.880255937576294,,1
2776,mnist_output_100,1.0,7,7,4.0,4.0,Min-Edit,1.362918498995316,0.02052551198310906,1,147.21527,14.363996,1.9921569,347.99744,11.223696947097778,,1
2777,mnist_output_100,1.0,7,7,5.0,5.0,Min-Edit,0.7865333968879429,0.01901984037991613,1,113.88295,12.584607,2.0,362.12875,0.9506654739379884,,1
2778,mnist_output_100,1.0,7,7,2.0,6.0,Min-Edit,0.8315239317577354,0.031888718204348646,0,130.27295,13.4778805,1.9962206,368.89987,32.306758642196655,,1
2779,mnist_output_100,1.0,7,7,3.0,8.0,Min-Edit,0.8491441543184434,0.02835182507212574,0,112.86275,12.500093,1.9999993,373.0561,32.073158740997314,,1
2780,mnist_output_100,1.0,7,7,7.0,9.0,Min-Edit,1.0,0.01556585908153618,0,88.55474,10.243385,1.9921569,301.11328,32.39266848564148,,1
2781,mnist_output_100,2.0,2,2,0.0,0.0,Min-Edit,1.141996241133684,0.018149458831757996,1,129.03894,13.511537,1.9996421,463.78082,9.659466743469238,,1
2782,mnist_output_100,2.0,2,2,1.0,1.0,Min-Edit,33.47169465451868,0.8441338310119311,1,160.9036,15.220187,1.9999561,223.32,1.7572407722473145,,1
2783,mnist_output_100,2.0,2,2,3.0,3.0,Min-Edit,1.195635988042695,0.03605024592246167,1,144.8729,14.338491,1.9999307,362.87515,8.362350702285767,,1
2784,mnist_output_100,2.0,2,2,4.0,4.0,Min-Edit,0.9921303940377193,0.02134763401278035,1,232.23083,19.38608,2.0,342.2512,18.05806541442871,,1
2785,mnist_output_100,2.0,2,2,5.0,5.0,Min-Edit,0.9575578033428811,0.04355365781757692,1,209.43924,17.723646,2.0,366.04382,18.579214811325077,,1
2786,mnist_output_100,2.0,2,2,6.0,6.0,Min-Edit,1.5068025328065835,0.03394366188484056,1,146.17561,14.336008,1.9988621,356.78455,3.0493409633636475,,1
2787,mnist_output_100,2.0,2,2,7.0,7.0,Min-Edit,1.1784213870513809,0.028055210889726193,1,178.3317,16.38456,2.0,387.1261,20.6080539226532,,1
2788,mnist_output_100,2.0,2,2,8.0,8.0,Min-Edit,1.414403353672999,0.029598363091259048,1,153.98203,15.052842,2.0,367.46088,11.088366746902466,,1
2789,mnist_output_100,2.0,2,2,3.0,9.0,Min-Edit,1.0644484205017934,0.03267040830863514,0,213.15683,17.945187,2.0,348.89066,32.24288821220398,,1
2790,mnist_output_100,3.0,1,1,2.0,0.0,Min-Edit,0.16483148365185354,0.08322458155995734,0,129.84811,13.286178,1.9999892,459.5987,31.71001005172729,,1
2791,mnist_output_100,3.0,1,1,2.0,2.0,Min-Edit,0.07817748631512958,0.046328760702871515,1,168.90256,15.291819,1.9985714,412.06723,8.215668678283691,,1
2792,mnist_output_100,3.0,1,1,3.0,3.0,Min-Edit,0.11168563628886581,0.05704710512537771,1,165.78528,15.188398,1.9994384,360.8048,2.130685806274414,,1
2793,mnist_output_100,3.0,1,1,4.0,4.0,Min-Edit,0.07955374345392414,0.04180166316382196,1,149.32918,14.960998,1.9975393,308.0749,3.00833511352539,,1
2794,mnist_output_100,3.0,1,1,5.0,5.0,Min-Edit,0.08608055424741938,0.03522967558357727,1,156.34888,14.906165,1.9965034,353.0741,3.836667776107788,,1
2795,mnist_output_100,3.0,1,1,6.0,6.0,Min-Edit,0.14309295478979497,0.06453205255560869,1,153.6141,14.781641,1.9964075,373.9365,27.557986974716187,,1
2796,mnist_output_100,3.0,1,1,7.0,7.0,Min-Edit,0.08538163966412891,0.04481704946335351,1,145.3541,14.778887,1.9998355,269.84897,1.1467514038085938,,1
2797,mnist_output_100,3.0,1,1,8.0,8.0,Min-Edit,0.08575069462251507,0.05866389857219206,1,155.9548,14.705396,1.9997336,366.49692,0.8880653381347656,,1
2798,mnist_output_100,3.0,1,1,9.0,9.0,Min-Edit,0.12365755339960195,0.06872807896688042,1,140.6732,14.415827,2.0,296.05905,6.167844295501709,,1
2799,mnist_output_100,4.0,0,0,1.0,1.0,Min-Edit,27.874398317711282,0.851876854191414,1,142.40349,13.580497,1.9950521,416.93176,29.363009452819824,,1
2800,mnist_output_100,4.0,0,0,2.0,2.0,Min-Edit,0.9775519371912432,0.02344644397721304,1,133.09122,12.831218,1.9998963,516.7644,19.758461713790894,,1
2801,mnist_output_100,4.0,0,0,3.0,3.0,Min-Edit,1.0853255919488016,0.016652148031632345,1,98.94466,10.131485,1.9686275,493.7467,4.549519777297974,,1
2802,mnist_output_100,4.0,0,0,6.0,4.0,Min-Edit,0.9556145098671612,0.01382834407792757,0,199.3276,17.18526,2.0,503.59482,31.25308322906494,,1
2803,mnist_output_100,4.0,0,0,5.0,5.0,Min-Edit,0.9830634007441105,0.014774929139779671,1,97.318184,10.042088,1.9685824,475.3041,10.07966661453247,,1
2804,mnist_output_100,4.0,0,0,6.0,6.0,Min-Edit,1.0193709538832074,0.010048254565733333,1,109.05495,11.168452,1.9966067,389.10367,0.9249866008758544,,1
2805,mnist_output_100,4.0,0,0,7.0,7.0,Min-Edit,0.8201563604024974,0.022010642234843444,1,126.030495,12.408576,1.9843137,384.1652,23.597915410995483,,1
2806,mnist_output_100,4.0,0,0,8.0,8.0,Min-Edit,1.0672803860579019,0.018636133113735114,1,102.46567,11.02888,1.9981345,481.99213,17.11148715019226,,1
2807,mnist_output_100,4.0,0,0,9.0,9.0,Min-Edit,1.6144607043961432,0.020592719292732563,1,138.02623,13.274439,1.9896693,483.42944,9.916391372680664,,1
2808,mnist_output_100,5.0,4,4,0.0,0.0,Min-Edit,1.0065224921650882,0.01583214498753406,1,215.0138,18.277796,1.9997272,461.8324,7.407579183578491,,1
2809,mnist_output_100,5.0,4,4,1.0,1.0,Min-Edit,17.928293314813608,0.7780106870775404,1,224.20831,18.927423,2.0,143.02304,10.160727262496948,,1
2810,mnist_output_100,5.0,4,4,2.0,2.0,Min-Edit,0.8605576613324489,0.019467514935572017,1,229.38342,19.092466,1.9996165,365.72003,32.81012344360352,,1
2811,mnist_output_100,5.0,4,4,9.0,3.0,Min-Edit,1.165763741402135,0.041627506847059396,0,224.57867,18.86784,2.0,370.67047,32.50387001037598,,1
2812,mnist_output_100,5.0,4,4,5.0,5.0,Min-Edit,1.2267120168905554,0.045236942550489975,1,208.148,17.837343,2.0,331.81216,26.875232219696045,,1
2813,mnist_output_100,5.0,4,4,6.0,6.0,Min-Edit,0.873787321170547,0.022441626844374,1,190.80411,17.186272,1.9995501,317.5346,20.5669686794281,,1
2814,mnist_output_100,5.0,4,4,7.0,7.0,Min-Edit,0.994412489387554,0.02085207009317976,1,212.17532,18.20131,1.9995908,274.84723,15.987471103668211,,1
2815,mnist_output_100,5.0,4,4,8.0,8.0,Min-Edit,0.9104130139364746,0.015283839819934593,1,249.32819,20.075212,1.9999988,328.08813,9.154350519180298,,1
2816,mnist_output_100,5.0,4,4,9.0,9.0,Min-Edit,1.01286065515446,0.022053083854693536,1,212.89221,18.11647,1.9998467,267.53177,0.3212285041809082,,1
2817,mnist_output_100,6.0,1,1,7.0,0.0,Min-Edit,0.046617534835366625,0.026399687985842732,0,83.54758,10.315681,1.9928879,481.54803,32.51487612724304,,1
2818,mnist_output_100,6.0,1,1,2.0,2.0,Min-Edit,0.03619240233711487,0.019259767093644426,1,68.26926,9.201196,1.9921569,369.5506,8.830777645111084,,1
2819,mnist_output_100,6.0,1,1,7.0,3.0,Min-Edit,0.07222484632613026,0.018598793045507635,0,115.75934,13.012675,1.9982729,352.43616,33.32240152359009,,1
2820,mnist_output_100,6.0,1,1,4.0,4.0,Min-Edit,0.04008971348650754,0.018713531579723598,1,94.7961,11.2946825,1.9995043,310.99832,8.317534923553467,,1
2821,mnist_output_100,6.0,1,1,5.0,5.0,Min-Edit,0.08003195789322688,0.043057720125796464,1,80.26915,9.937809,1.9941584,369.61957,23.038756847381592,,1
2822,mnist_output_100,6.0,1,1,1.0,6.0,Min-Edit,1.0,0.8916996636137424,0,55.650383,8.401138,1.9993911,399.5466,33.62723350524902,,1
2823,mnist_output_100,6.0,1,1,7.0,7.0,Min-Edit,0.027229152994524764,0.0133939913911521,1,59.488567,7.6246276,1.9901798,292.8188,1.5672707557678225,,1
2824,mnist_output_100,6.0,1,1,7.0,8.0,Min-Edit,0.02354201309675275,0.009213661613741445,0,56.080303,7.7986474,1.979218,339.69183,32.1728732585907,,1
2825,mnist_output_100,6.0,1,1,7.0,9.0,Min-Edit,0.03784190210652861,0.018165514414052904,0,75.94513,9.842339,1.9921569,305.1927,32.47225069999695,,1
2826,mnist_output_100,7.0,4,4,8.0,0.0,Min-Edit,0.838373506090106,0.02124216705089358,0,164.73102,15.238406,1.9992051,571.9935,31.71482729911804,,1
2827,mnist_output_100,7.0,4,4,1.0,1.0,Min-Edit,29.045200694569825,0.8284798609176709,1,118.80092,12.178399,1.9999273,308.31055,27.01988530158997,,1
2828,mnist_output_100,7.0,4,4,2.0,2.0,Min-Edit,0.8924097057110174,0.020172985941959414,1,198.27898,17.183306,1.9998813,441.85092,13.29099941253662,,1
2829,mnist_output_100,7.0,4,4,3.0,3.0,Min-Edit,1.0725524406125102,0.025483996079431134,1,147.71558,14.289954,1.9987533,360.55374,7.197949171066284,,1
2830,mnist_output_100,7.0,4,4,5.0,5.0,Min-Edit,1.0701565283811059,0.02175321766299684,1,141.97635,13.848251,1.9998922,401.62863,25.65613865852356,,1
2831,mnist_output_100,7.0,4,4,6.0,6.0,Min-Edit,0.964371413229419,0.01777510922277275,1,144.03656,14.062446,1.9999459,391.99924,4.117282867431641,,1
2832,mnist_output_100,7.0,4,4,7.0,7.0,Min-Edit,1.3200218055004735,0.02627394476470893,1,150.04877,14.288135,1.9968264,375.1794,12.5947847366333,,1
2833,mnist_output_100,7.0,4,4,8.0,8.0,Min-Edit,0.6706657168824223,0.020988469759865493,1,125.579666,12.682114,1.9921569,389.19235,0.5161106586456299,,1
2834,mnist_output_100,7.0,4,4,9.0,9.0,Min-Edit,1.0360211008879179,0.016138788674429198,1,105.16057,11.333413,1.9973731,333.8201,1.541677474975586,,1
2835,mnist_output_100,8.0,9,9,0.0,0.0,Min-Edit,1.2936299572843324,0.03895184803408179,1,185.5487,16.397379,1.9921569,427.3911,1.830435037612915,,1
2836,mnist_output_100,8.0,9,9,8.0,1.0,Min-Edit,1.0448839695033436,0.04730383335979044,0,194.79517,17.092981,1.9921569,211.62337,31.545154809951782,,1
2837,mnist_output_100,8.0,9,9,2.0,2.0,Min-Edit,1.1499582629964809,0.046056785724363475,1,186.59415,16.427866,1.9936414,379.4024,7.249301910400391,,1
2838,mnist_output_100,8.0,9,9,3.0,3.0,Min-Edit,1.074800580441845,0.042164306684377956,1,168.45905,15.656828,1.9983964,406.27963,0.6018922328948975,,1
2839,mnist_output_100,8.0,9,9,4.0,4.0,Min-Edit,1.3105853974256265,0.03454767298938235,1,184.7619,16.586243,1.9987346,314.54584,12.170035362243652,,1
2840,mnist_output_100,8.0,9,9,5.0,5.0,Min-Edit,1.0717440895444623,0.032662586630715,1,182.501,16.216362,1.9921569,329.23196,2.178794860839844,,1
2841,mnist_output_100,8.0,9,9,0.0,6.0,Min-Edit,1.1382407041365998,0.04328493553895659,0,204.59808,17.57527,1.9999928,338.2508,32.12816286087036,,1
2842,mnist_output_100,8.0,9,9,7.0,7.0,Min-Edit,1.0995720971043033,0.06633425589580472,1,185.2327,16.368155,1.9942442,285.0728,9.209730863571169,,1
2843,mnist_output_100,8.0,9,9,8.0,8.0,Min-Edit,1.0139935990781976,0.039826461354597616,1,186.70148,16.549017,1.9984254,315.13797,1.26096510887146,,1
2844,mnist_output_100,9.0,5,5,5.0,0.0,Min-Edit,1.0,0.0191744836615225,0,253.52101,20.444138,2.0,472.09177,30.88374400138855,,1
2845,mnist_output_100,9.0,5,5,1.0,1.0,Min-Edit,32.457490223727504,0.791891965529146,1,242.72803,20.021297,2.0,210.41277,0.9202022552490234,,1
2846,mnist_output_100,9.0,5,5,1.0,2.0,Min-Edit,17.91419976310523,0.7924416651161222,0,246.98375,20.185165,2.0,406.08133,30.58232426643372,,1
2847,mnist_output_100,9.0,5,5,3.0,3.0,Min-Edit,0.7295627253675537,0.033553267789815384,1,249.26901,20.179323,2.0,352.06232,16.0423104763031,,1
2848,mnist_output_100,9.0,5,5,4.0,4.0,Min-Edit,0.981288038618547,0.012582403054787274,1,247.55557,20.29582,1.9999999,331.23206,3.6623480319976807,,1
2849,mnist_output_100,9.0,5,5,5.0,6.0,Min-Edit,1.0,0.018842079360650372,0,244.4204,20.149286,2.0,345.96658,17.054065465927124,,1
2850,mnist_output_100,9.0,5,5,1.0,7.0,Min-Edit,10.2068435715477,0.767170820762165,0,258.20044,20.855383,2.0,300.80984,31.34954857826233,,1
2851,mnist_output_100,9.0,5,5,8.0,8.0,Min-Edit,0.9155690588082829,0.013395423443138134,1,242.72269,20.015945,2.0,343.74667,3.7087442874908447,,1
2852,mnist_output_100,9.0,5,5,9.0,9.0,Min-Edit,1.2942752255922434,0.02340398047921252,1,245.8777,20.18516,2.0,296.53885,0.634312629699707,,1
2853,mnist_output_100,10.0,9,9,8.0,0.0,Min-Edit,1.0618489015981645,0.03513937748733799,0,241.56787,18.942926,2.0,512.69763,30.70310854911804,,1
2854,mnist_output_100,10.0,9,9,8.0,1.0,Min-Edit,0.9214890141217996,0.027942570259779222,0,149.45213,13.982875,2.0,329.13873,31.548275470733643,,1
2855,mnist_output_100,10.0,9,9,8.0,2.0,Min-Edit,0.9519700650331372,0.02852072621146824,0,218.50552,17.707098,1.9999999,513.5359,31.907013416290283,,1
2856,mnist_output_100,10.0,9,9,3.0,3.0,Min-Edit,0.949370051162551,0.021568346508940645,1,110.45531,11.036661,1.9999893,482.11993,10.12272047996521,,1
2857,mnist_output_100,10.0,9,9,4.0,4.0,Min-Edit,1.0568421527198004,0.023879793280105626,1,66.688354,7.5340524,2.0,365.50333,2.853959083557129,,1
2858,mnist_output_100,10.0,9,9,5.0,5.0,Min-Edit,0.8539367893408518,0.033273966460647904,1,112.06088,11.324732,1.9999546,436.7722,9.387457847595217,,1
2859,mnist_output_100,10.0,9,9,8.0,6.0,Min-Edit,1.2261627432624438,0.0323191916950054,0,148.30547,13.899293,2.0,407.48303,31.41777300834656,,1
2860,mnist_output_100,10.0,9,9,7.0,7.0,Min-Edit,1.2106860541523237,0.023284399904972743,1,89.63261,9.210988,1.9856358,320.60254,7.586870193481445,,1
2861,mnist_output_100,10.0,9,9,8.0,8.0,Min-Edit,1.0355410614945517,0.018317645006624257,1,66.97712,7.809989,2.0,409.80475,0.8210189342498779,,1
2862,mnist_output_100,11.0,0,0,3.0,1.0,Min-Edit,0.9906039289162862,0.018002649604609584,0,98.293015,10.301225,1.9990757,461.77908,30.17537951469421,,1
